	Column_1	Column_2	Column_3
Row_65	4.44146175605504	0.750948909667595	4.07494507727239
Row_66	4.12507189227799	3.03152600459399	0.398300329742348
Row_67	3.83440156775704	3.20556120844997	2.54680217000516
Row_68	2.71265920015931	2.8446546528556	2.32451770840793
Row_69	3.37324143416641	3.56828862077707	1.77707382063409
Row_70	3.4032903312207	4.01067796451427	4.54660915422409
Row_71	1.95832670571068	2.48201756983218	1.58471808023051
Row_72	1.27169548467926	2.70590467284389	3.31839026040803
Row_73	3.64183002765162	3.39784220880034	3.84643628557969
Row_74	1.47068946881958	2.44977625851086	3.17819018841802
Row_75	3.00168368848421	3.09126738348824	2.12474452250448
Row_76	3.25024782134833	1.0382924011147	3.94116580672417
Row_77	3.56386739030588	1.88010027860238	3.17058808184084
Row_78	3.18942623751481	1.67224452439587	1.93650209361796
Row_79	2.26714619370287	2.14637630327276	1.61195095239794
Row_80	3.98636585989546	2.30669547206933	5.08671743449315
Row_81	4.73863376690625	3.38230514254637	2.32149685458156
Row_82	3.88117880892544	3.98211300252264	1.14442834608196
Row_83	1.05634909867602	2.27261647091246	3.53325936275365
Row_84	4.39957618540294	2.003161017622	3.3102302560609
Row_85	2.94394405381373	1.95831114101049	1.6461656642774
Row_86	3.52491427931929	2.58541127363633	1.05704358641805
Row_87	3.62203323587106	2.76097093184744	2.88369748284139
Row_88	2.90331392679329	3.48361753383827	4.13939629170942
Row_89	2.92473680235127	2.67867515783161	3.63612403518215
Row_90	4.0191570693309	0.921510731139977	2.50706257583802
Row_91	3.71160192248624	2.90856572444986	2.16581176841562
Row_92	3.99026224604423	4.18718681065156	3.27106675675055
Row_93	5.38292669523033	4.19160126851033	3.15735334721616
Row_94	3.66441586369409	2.21103678188877	3.62971174669273
Row_95	3.20738115738531	1.45222345636243	2.6042020497111
Row_96	0.789366889424379	5.45806049186527	3.8993540532031
Row_97	5.69171400324612	2.83757805752058	2.16918847266375
Row_98	2.51732317820369	2.90254874989438	2.66945529988004
Row_99	5.37473471509539	3.42057418869815	3.7408145237259
Row_100	3.37464356800499	1.38596054338088	3.98997160862711
Row_101	-2.43773265459693	3.35628334486205	-1.46156980110321
Row_102	-3.09741249850263	2.34198979205052	-3.10971032117624
Row_103	-1.98354478229784	3.85520220506419	-2.48852924530187
Row_104	-4.15616739425985	4.15293622555862	-2.78604202035774
Row_105	-0.679139776005524	3.27627455654334	-3.1861206993735
Row_106	-3.60353124778834	3.14410466246219	-3.12039382462249
Row_107	-4.45884941443809	2.92437491922016	-1.98716566415575
Row_108	-3.35091782719307	5.16141584630279	-3.2014581469715
Row_109	-2.853291515855	3.27631553213579	-5.0376824944408
Row_110	-1.37637879231977	2.84170597130006	-3.19588924882983
Row_111	-2.08879032322868	0.492082197802746	-2.46020939446373
Row_112	-2.85754156795421	1.43471823496947	-2.38354428364856
Row_113	-4.38948352398816	2.92232679938944	-2.38343218252257
Row_114	-3.86603774467211	3.2062940448431	-4.69210152086908
Row_115	-3.16328493222929	3.27687245886161	-2.63125794198881
Row_116	-0.446973886539407	3.82150678044862	-2.03214079005294
Row_117	-4.86022757421842	2.80584759067954	-1.72342131853234
Row_118	-1.86894534815398	4.21458879448256	-3.22496127104412
Row_119	-3.52723425723392	2.07848395713042	-3.3218925861828
Row_120	-1.33400910001258	1.79155727955693	-1.51216216812196
Row_121	-4.1392006399734	1.77101382244619	-4.66792804577932
Row_122	-2.85637676533725	3.74229702418652	-3.43682997691312
Row_123	-4.09955094170275	2.91708005766077	-2.54253792064255
Row_124	-2.09648357363832	3.7898179218205	-4.61777376538123
Row_125	-1.51622051126191	2.73229357844292	-2.72037213756824
Row_126	-1.04927899359885	2.40810789778719	-1.12213597894781
Row_127	-2.20239934241048	2.63164742487349	-3.00406065343634
Row_128	-1.15673374542218	1.14738317575827	-3.27845402496359
Row_129	-1.75357609133835	1.83038473958589	-2.52508828596595
Row_130	-3.13187491182402	1.55796535364155	-3.27907217078731
Row_131	-2.5229627617153	4.05432227197535	-2.18659962592094
Row_132	-3.97199421147593	2.4026699086372	-2.0955645355503
Row_133	-3.18520216940099	3.78945985279018	-2.99730833876988
Row_134	-1.77903629165118	4.51649060169196	-4.17669215774973
Row_135	-2.45871585651765	2.80822519089006	-4.31822072745909
Row_136	-2.54264266837467	3.28387890635235	-3.59299736565532
Row_137	-4.03813103968721	1.24893248060392	-2.20261949945016
Row_138	-3.60451323033412	2.1813302224802	-4.95820517465692
Row_139	-3.76460601375357	3.05621484938284	-4.88632515873255
Row_140	-2.6047041299865	3.29908690333615	-3.6537798247601
Row_141	-3.99050763046656	2.24060188270112	-2.60560515201942
Row_142	-2.43795860990095	5.6848589992268	-3.91356604816499
Row_143	-4.11641641193354	2.54160986090761	-2.11325096290394
Row_144	-1.17146954186464	3.06424355663004	-2.66663002984482
Row_145	-2.5394086505219	3.64979186715352	-3.17063961823861
Row_146	-3.70100361225327	2.973981365226	-2.18117186346822
Row_147	-2.75895406749878	2.35643261297289	-2.61163483718063
Row_148	-3.35245319922796	4.0453056639633	-3.44593502721216
Row_149	-2.62885204024034	4.6155453232072	-2.76888506558184
Row_150	-2.7564672812397	2.97030602895016	-2.35248664202241
